ID	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR2	SR3	SR4	SR5	SR6
153	86	58	48	5	29	28	196	154	72	25	0	7	199	202	20	4	11	8	0	0	2	10	5	15
1530	1	2	2	2	9	3	0	0	0	0	0	0	1	1	0	5	3	4	61	9	24	12	12	15
1531	10	3	1	0	0	0	38	2	0	0	0	1	0	1	0	4	9	9	0	0	0	4	2	0
1532	2	0	2	0	10	3	0	6	7	6	0	0	1	0	0	7	1	0	8	27	0	1	0	1
1533	9	0	0	2	13	2	1	2	0	5	11	12	1	0	0	6	1	2	0	0	7	0	1	2
1534	4	14	7	0	0	1	0	1	2	0	0	0	0	0	0	0	2	3	0	0	0	15	9	11
1535	7	13	5	2	2	0	13	3	3	4	0	10	0	0	0	1	0	1	3	0	0	0	3	2
1536	2	2	1	0	7	2	6	0	4	4	6	3	0	0	0	1	0	0	0	14	2	0	1	0
1537	2	0	0	20	0	0	0	0	0	1	0	10	0	0	0	5	8	5	0	0	0	2	4	4
1538	12	0	2	0	0	1	8	5	11	8	0	0	0	1	0	2	2	4	1	0	0	2	4	2
1539	11	21	9	0	0	0	4	6	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
154	0	2	9	43	86	61	0	8	8	55	0	47	15	13	86	169	231	186	24	31	21	28	43	69
1540	1	2	2	0	0	0	0	0	1	0	6	2	7	0	0	2	0	1	13	29	13	1	0	0
1542	0	0	1	1	0	2	0	5	2	0	27	0	0	1	0	16	0	5	0	1	3	1	0	7
1543	9	0	4	0	9	1	0	0	4	4	41	10	0	0	7	1	0	0	0	0	1	1	1	6
1544	0	0	0	2	10	5	0	0	4	1	16	0	0	2	21	6	6	13	0	0	1	2	1	4
1545	0	0	0	4	6	3	0	0	0	15	1	6	0	0	10	25	21	21	1	1	0	4	3	0
1546	0	0	2	0	3	3	12	2	3	3	6	4	0	0	22	1	0	0	0	9	0	0	1	2
1547	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	17	0	0	0
1548	0	0	0	1	0	4	0	0	0	0	0	0	1	1	24	9	19	10	1	0	0	0	0	0
1549	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	27	12	1	0	0
155	160	252	48	27	19	32	28	18	5	135	2	103	6	5	10	9	3	7	1	0	3	11	8	9
1550	0	0	0	0	0	0	0	0	0	0	0	3	42	42	0	0	0	3	1	0	0	0	0	0
1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	30	12	1	4	0
1552	10	18	2	0	1	0	6	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1553	2	11	3	2	11	2	1	1	2	4	0	10	0	1	0	4	3	4	0	0	3	22	16	18
1554	13	12	11	0	5	0	0	2	0	0	0	0	6	2	0	0	0	0	0	3	0	2	4	8
1555	4	2	5	0	0	0	5	6	9	0	48	0	0	0	0	0	0	2	0	0	0	1	0	1
1556	14	17	2	1	24	4	22	18	6	14	50	20	2	1	5	1	2	2	14	49	3	2	3	7
1557	1	3	2	1	1	3	8	17	0	3	0	1	1	0	6	2	0	2	16	0	1	0	0	4
1558	0	3	0	1	2	3	0	0	2	1	0	0	3	2	0	0	0	0	13	0	0	9	10	15
1559	6	2	4	2	6	0	5	6	0	2	31	7	0	0	1	1	2	2	4	1	5	5	6	5
156	59	64	78	15	76	22	35	46	128	62	1	39	123	117	39	27	17	39	17	16	27	14	53	38
1560	0	0	2	0	0	0	7	8	12	0	0	4	0	0	0	0	4	0	9	0	8	6	2	3
1561	0	0	6	4	3	17	5	1	1	1	0	4	0	0	17	4	7	3	1	1	0	0	1	1
1562	38	43	24	17	169	18	10	3	0	70	0	37	30	24	81	106	79	64	0	7	8	29	14	34
1563	0	4	4	1	4	23	38	0	0	1	0	1	2	2	0	0	2	0	0	0	5	2	0	1
1564	2	0	1	8	2	2	3	0	6	28	0	4	0	0	5	6	4	34	5	0	4	5	5	11
1565	0	1	6	2	5	7	3	0	3	16	4	4	0	0	0	1	0	8	2	3	3	3	1	5
1566	0	0	0	2	0	0	8	8	0	0	0	0	0	0	22	2	0	1	0	0	1	2	2	3
1567	0	0	0	5	1	13	0	1	0	8	1	11	3	7	10	2	1	3	0	0	3	6	7	2
1568	5	2	2	5	4	8	1	1	4	0	0	3	2	1	12	2	3	7	5	14	2	15	20	15
1569	0	0	1	10	0	18	0	0	1	3	0	0	2	3	0	0	2	2	0	0	5	4	2	7
157	121	100	48	14	145	45	164	102	91	87	241	77	49	33	191	17	7	19	275	275	129	23	8	47
1570	4	23	15	0	1	0	3	1	5	7	1	8	0	2	4	2	5	5	6	0	6	7	14	11
1571	3	10	2	1	6	0	4	3	3	2	0	1	1	0	0	1	1	4	15	3	9	3	9	1
1572	1	2	0	3	6	2	2	0	0	0	4	0	1	0	0	0	0	0	16	14	0	0	1	2
1573	9	5	3	0	9	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	1	7	4	12
1574	3	0	1	3	0	3	6	4	0	0	0	0	1	0	14	7	2	4	0	0	3	0	0	0
1575	15	20	7	0	5	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1576	11	3	11	0	0	0	8	6	14	0	0	0	2	2	0	1	0	0	0	0	3	0	0	0
1577	8	2	4	1	0	0	6	11	8	0	0	0	3	1	2	0	0	0	0	13	0	0	1	0
1578	0	2	2	0	0	0	0	0	3	3	12	0	5	5	12	1	3	0	0	0	3	4	0	2
1579	0	1	0	20	2	21	0	0	1	4	6	1	0	0	0	9	8	18	0	6	0	5	2	2
158	24	33	4	10	74	31	82	47	36	27	154	45	3	2	73	9	7	14	75	73	65	11	4	24
1580	0	2	2	0	0	0	26	25	36	0	0	0	2	0	0	3	1	1	0	0	0	0	1	2
1581	0	2	1	4	0	1	0	0	0	3	0	7	0	0	15	7	1	5	2	0	0	5	3	3
1582	0	0	8	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1583	0	0	2	0	8	0	0	3	0	6	1	8	0	0	0	3	0	2	6	11	1	1	0	1
1584	10	2	4	2	17	3	12	3	13	4	39	7	0	0	9	2	0	2	21	31	3	0	1	2
1585	0	0	2	4	0	0	1	2	0	4	27	20	0	1	0	3	0	3	8	17	10	1	0	0
1586	0	2	0	1	2	0	3	18	1	4	0	2	0	0	30	3	2	1	0	0	5	2	0	2
1587	1	0	1	7	0	10	6	6	8	1	0	1	1	2	2	6	10	10	0	0	1	2	8	4
1589	3	0	0	0	10	0	5	6	42	0	21	0	0	0	0	0	0	0	6	0	6	20	14	10
159	0	1	1	223	2	108	0	0	0	118	1	288	154	128	4	11	17	20	13	1	0	2	0	20
1590	1	0	3	1	0	2	0	1	2	3	0	0	0	1	0	0	0	0	0	7	1	15	17	9
1591	6	9	13	2	8	9	4	0	0	8	1	2	2	4	1	2	2	6	0	0	0	16	23	20
1592	3	0	9	2	6	11	3	0	0	0	10	5	4	5	0	2	2	1	16	7	8	11	25	12
1593	10	18	7	5	6	3	3	3	2	2	1	0	2	1	0	6	5	2	2	0	2	11	4	14
1595	3	2	7	0	0	2	8	0	8	0	0	1	7	4	0	6	2	3	0	1	4	2	3	5
1596	1	0	1	2	0	1	4	4	9	0	0	0	1	2	0	0	1	2	7	8	8	2	5	2
1597	2	3	8	1	0	2	8	5	18	0	1	0	0	0	0	0	0	0	0	14	8	0	0	1
1598	0	1	0	0	0	0	0	0	0	2	26	0	0	0	18	0	0	0	0	0	0	0	0	0
1599	19	25	22	8	1	18	6	3	1	13	17	9	22	14	5	15	18	18	0	5	8	3	13	12
16	1067	1064	651	14	252	61	46	59	77	181	1263	121	22	12	101	142	120	147	46	34	47	76	69	126
160	11	21	37	44	59	96	22	28	21	78	2	67	23	13	128	148	149	140	16	8	21	83	104	125
1600	6	6	2	3	0	17	5	3	3	14	0	4	5	13	15	2	2	2	3	14	8	5	4	4
1601	0	0	3	0	6	7	0	0	0	0	0	0	2	4	0	2	4	2	8	22	10	0	0	0
1602	0	0	6	1	34	4	1	2	3	0	20	0	1	0	0	1	4	0	0	0	0	1	20	1
1603	0	0	3	2	17	3	0	1	0	4	0	0	1	2	0	1	0	0	5	0	3	5	3	2
1604	7	0	17	5	2	1	0	3	5	0	0	0	4	4	0	2	0	0	5	6	0	4	4	9
1606	0	0	0	4	0	8	4	0	0	7	0	7	7	3	0	3	6	7	0	0	0	0	0	3
1607	0	2	1	2	12	2	3	3	4	1	0	4	1	0	0	8	0	4	0	0	5	11	17	8
1608	0	0	0	0	4	1	0	2	7	3	2	6	1	0	5	0	0	1	4	42	1	0	1	2
1609	5	2	7	0	2	2	3	1	0	4	10	3	1	0	19	0	0	2	0	30	3	2	0	1
161	1	6	1	6	0	11	0	0	1	134	0	152	5	4	107	125	180	146	4	0	0	15	4	9
1610	3	3	0	0	0	3	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0
1611	4	3	0	1	6	2	7	4	0	3	0	0	0	0	0	1	0	2	0	13	0	7	2	14
1613	4	7	7	0	29	0	0	0	0	9	0	3	0	3	0	1	2	0	0	0	0	2	2	0
1614	5	0	1	0	0	3	0	0	0	0	0	0	0	0	9	5	5	1	0	0	0	6	9	3
1615	27	26	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	0
1616	24	26	8	0	0	0	1	0	0	1	0	0	7	2	0	0	0	0	0	0	1	1	1	4
1617	10	6	8	0	0	0	3	2	5	0	7	0	21	13	0	2	2	6	0	0	1	1	3	10
1618	1	6	6	2	0	3	4	0	0	0	0	0	0	0	0	3	3	2	0	10	4	9	19	22
1619	11	7	4	1	0	2	8	5	5	0	0	1	3	0	0	0	0	0	0	4	1	2	4	1
162	48	34	37	69	48	54	11	20	19	156	1	100	5	8	40	43	50	41	69	49	48	106	107	159
1620	1	10	15	11	15	4	5	5	0	2	0	10	0	0	0	3	1	0	0	0	3	7	4	0
1621	0	3	0	0	0	1	24	9	46	0	0	0	0	0	3	3	1	2	3	0	1	0	1	1
1622	2	2	1	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	9	10	3	6	4	7
1623	10	13	6	0	0	0	13	17	31	0	22	0	10	4	12	2	0	0	7	0	2	3	3	6
1624	0	2	3	3	0	4	0	0	0	0	0	4	2	2	15	4	11	5	0	0	1	0	3	0
1625	0	6	2	2	28	6	5	26	2	1	0	0	0	2	1	2	2	5	0	0	0	10	6	17
1626	0	0	1	0	0	0	1	4	3	0	77	1	0	0	0	0	0	0	0	13	2	1	1	1
1627	0	0	4	19	20	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	1	0	0
1628	0	0	2	2	3	0	4	3	1	0	0	0	0	0	15	4	1	5	0	6	5	0	0	3
1629	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	13	6	1	0	1
163	0	1	2	0	0	0	20	23	41	1	0	7	1	0	0	0	0	0	258	284	294	0	1	2
1630	0	0	0	19	0	48	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	1	0
1631	0	0	1	1	12	2	0	2	0	0	0	0	0	1	0	1	2	0	2	18	28	1	6	5
1633	0	0	0	0	1	2	20	11	6	0	5	0	1	0	11	4	9	5	10	0	3	2	1	3
1634	0	0	0	0	0	0	12	13	8	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
1635	0	0	1	0	0	0	0	1	4	0	45	1	0	0	0	1	1	0	0	0	0	0	1	0
1636	3	0	2	2	5	2	8	6	0	7	6	0	1	0	0	2	2	1	0	0	0	1	0	0
1637	11	8	7	0	0	0	9	15	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1639	6	0	0	0	0	2	3	3	8	0	46	0	0	0	0	0	0	0	9	6	12	2	0	1
164	10	13	17	1	0	0	212	253	473	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
1640	11	1	4	2	0	2	4	3	0	1	2	1	0	0	15	3	1	0	5	0	5	0	1	1
1641	6	3	5	0	2	2	14	3	0	3	13	3	0	0	0	3	0	0	20	0	11	1	0	1
1642	4	4	7	1	0	3	4	7	0	1	0	1	2	0	0	3	1	0	0	0	14	2	2	2
1643	19	10	15	0	0	0	6	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1644	6	9	9	0	8	0	8	6	25	0	0	0	2	4	0	0	0	0	0	0	0	0	0	1
1645	4	4	1	4	2	1	2	3	3	1	0	0	1	0	0	6	1	4	0	0	3	11	8	9
1646	2	8	0	0	8	0	7	0	0	7	10	7	1	0	0	2	0	2	22	16	0	1	1	2
1647	1	3	0	4	0	3	0	4	0	7	0	4	5	7	12	1	6	4	0	0	0	8	5	3
1648	0	5	0	0	16	4	0	7	0	4	17	4	0	1	0	1	0	0	10	17	0	0	0	1
1649	0	12	12	1	0	0	0	3	13	0	0	0	1	0	0	0	0	0	15	0	5	2	0	0
1650	1	3	0	10	2	16	3	6	3	15	1	5	0	0	0	7	3	9	6	0	3	0	2	0
1651	27	11	12	0	4	0	0	3	3	1	0	0	0	0	7	1	2	0	27	38	27	3	4	10
1652	0	0	2	0	2	0	0	3	0	1	0	0	1	0	0	0	0	0	25	7	18	0	1	1
1653	0	0	7	1	0	2	0	0	0	0	0	3	1	4	10	13	3	10	0	0	0	8	11	10
1654	0	0	2	4	0	0	24	19	1	0	0	0	0	0	1	0	1	2	0	0	3	1	0	1
1655	0	0	0	2	0	0	5	11	36	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
1656	0	0	1	1	0	13	0	1	0	0	0	0	0	0	0	0	0	0	14	0	16	14	10	14
1657	11	2	6	2	0	2	11	4	11	4	8	11	0	0	24	18	7	4	31	6	7	1	3	7
1658	2	0	0	4	0	8	0	0	0	0	0	0	1	1	0	13	16	10	0	0	0	2	0	2
1659	25	4	3	2	14	1	3	0	0	12	0	9	0	0	17	2	4	2	0	0	4	9	4	3
166	3	3	33	180	29	159	3	3	20	5	53	4	153	119	4	5	5	4	53	45	78	4	33	12
1660	1	1	0	0	0	0	19	28	19	0	0	0	0	0	0	1	0	0	0	0	2	4	4	5
1661	3	10	6	2	11	7	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	14	17	11
1662	2	0	0	0	0	0	9	8	15	0	0	0	0	0	0	1	0	1	9	0	10	0	0	0
1663	2	0	2	2	0	5	0	0	0	4	0	5	3	1	0	0	0	0	0	0	0	10	13	17
1664	3	0	0	0	0	0	2	3	1	0	2	0	0	0	0	0	0	0	8	17	10	2	2	7
1665	6	6	5	0	0	6	8	8	3	0	0	6	0	0	7	3	1	1	8	39	9	0	0	6
1666	0	2	0	2	0	5	19	15	28	0	55	0	0	0	0	1	0	0	9	21	16	8	8	6
1667	2	1	7	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	7	14	8	1	3	1
1668	3	0	3	1	6	1	9	2	0	0	0	0	0	0	0	0	0	0	2	0	3	8	21	15
1669	0	0	1	0	0	0	0	0	8	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
167	5	4	2	4	0	6	0	0	1	4	0	4	679	651	1	2	2	0	0	0	3	1	0	16
1670	0	2	2	4	0	0	8	1	1	0	0	3	0	0	3	4	3	1	4	16	8	0	0	2
1671	0	0	0	1	0	0	4	0	3	1	26	0	0	1	0	0	2	0	0	1	4	8	4	5
1672	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	0	7	5
1673	0	0	0	1	0	0	0	0	12	0	0	0	0	1	0	0	0	0	11	18	18	1	1	2
1674	0	0	0	5	4	3	0	0	0	0	0	4	2	1	0	17	9	22	0	0	0	1	0	3
1675	2	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	26	32	14	1	1	0
1676	0	0	0	0	0	0	3	12	20	0	0	0	0	0	0	0	0	0	6	4	6	4	3	0
1677	0	6	4	0	0	0	28	11	25	0	0	0	0	0	0	0	0	0	1	4	17	1	1	2
1678	0	0	0	0	0	0	2	2	8	1	0	3	0	0	0	0	0	2	8	6	15	2	1	2
1679	0	0	0	0	0	0	3	1	2	0	28	0	0	0	0	0	0	0	0	16	3	0	0	0
168	47	54	15	0	9	0	309	345	98	8	28	5	0	1	5	6	1	8	1	2	1	4	18	1
1680	0	0	0	0	0	0	9	17	4	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
1681	0	3	1	0	0	0	0	3	12	0	0	0	0	0	3	0	0	0	20	14	44	0	3	0
1682	0	1	0	0	0	1	0	0	0	0	0	0	23	29	0	0	0	0	0	0	1	0	0	0
1683	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	13	12	11	0	0	0	0	9	2
1685	11	8	7	0	0	0	6	2	9	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
1686	8	0	0	6	0	1	7	18	3	0	0	3	0	0	0	15	6	0	0	0	0	10	3	3
1687	9	3	0	1	3	1	3	8	11	0	1	1	0	0	33	1	1	0	9	15	0	2	1	5
1688	6	15	7	0	0	0	6	0	9	0	0	0	6	6	0	0	1	0	0	0	3	0	0	1
1689	23	6	12	0	0	0	2	8	40	0	0	0	3	4	0	0	0	0	0	0	6	0	3	6
169	14	10	5	6	37	12	358	299	92	35	38	23	7	5	38	15	16	21	2	6	4	21	26	38
1690	2	8	1	1	2	1	2	16	8	7	0	3	3	2	1	2	0	1	0	14	2	1	0	0
1691	4	0	7	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	8	1	8	6	6	5
1692	6	0	8	5	10	6	0	1	8	4	0	0	1	2	0	1	3	4	10	0	3	7	11	8
1693	2	0	4	0	0	0	3	9	8	0	0	6	0	0	0	1	5	2	0	0	0	2	3	2
1694	22	9	6	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	3	1	19	0	0	0
1695	11	0	5	0	14	0	3	2	2	0	0	7	0	0	11	1	1	0	0	0	0	6	22	12
1696	40	51	37	0	3	2	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	3	1	2
1697	0	3	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	5	6	17	1	1	0
1698	0	4	2	0	1	0	1	3	3	0	8	2	2	1	7	1	0	1	12	6	1	1	0	2
1699	0	0	3	0	0	0	0	4	3	0	0	0	1	2	0	0	0	0	7	0	33	1	2	2
17	417	377	282	42	460	400	478	436	252	412	6	371	297	286	92	160	130	115	2	3	1	38	14	57
170	82	53	133	5	68	2	3	10	25	4	1	12	175	149	1	17	10	7	0	7	13	24	125	24
1700	0	0	1	7	0	0	7	23	8	0	0	0	0	1	0	4	1	2	0	0	2	0	0	0
1701	0	3	5	8	2	4	3	0	4	8	24	4	0	1	0	0	1	0	8	1	5	1	1	2
1702	0	0	4	0	0	0	4	11	0	1	0	0	0	0	0	2	0	0	0	16	3	1	3	0
1703	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	24	0	0	0
1704	0	0	2	2	14	7	42	26	5	6	0	4	0	3	6	4	15	23	2	0	8	7	2	7
1705	1	0	0	2	0	3	31	29	0	0	0	0	1	0	0	0	0	0	2	0	5	0	0	0
1706	0	0	1	0	0	4	0	0	3	0	42	0	0	0	1	0	0	0	0	0	4	5	5	0
1707	0	0	0	0	0	0	8	3	17	0	0	0	0	0	0	0	0	0	0	7	8	0	1	2
1708	0	0	0	2	1	0	4	3	13	0	0	2	0	1	0	8	6	9	6	0	3	7	18	10
1709	0	0	0	0	0	0	1	3	13	1	50	0	0	0	0	0	0	0	0	0	0	1	0	0
171	131	143	131	26	420	30	90	81	8	374	17	272	111	111	55	92	52	70	0	23	6	24	23	34
1710	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	14	13	0	0	0
1712	4	0	2	0	4	2	3	2	0	0	4	0	0	0	0	0	0	2	2	20	0	0	0	0
1713	6	0	4	0	0	0	0	0	0	0	13	3	3	1	17	0	0	0	0	0	0	0	3	1
1714	81	63	55	0	18	0	0	1	3	0	0	1	88	84	0	3	5	1	5	2	2	2	1	5
1718	2	0	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	8	3	15	12	6
1719	0	2	0	0	1	2	14	3	0	2	2	4	2	1	4	3	0	2	3	0	0	0	0	1
172	6	10	6	15	10	25	39	19	12	31	2	50	258	222	46	50	61	52	6	1	7	59	59	114
1720	6	2	0	0	6	0	0	7	3	1	37	3	0	0	0	0	0	0	6	16	0	0	0	2
1721	2	14	2	3	0	0	11	8	0	6	0	6	0	0	3	1	2	3	0	2	1	4	7	4
1722	0	2	0	0	9	0	1	7	0	1	7	0	0	0	0	0	0	0	15	0	0	0	0	1
1723	0	0	2	6	2	2	0	1	0	12	5	5	0	0	1	2	0	3	0	0	0	4	6	6
1725	3	2	10	0	6	0	0	1	2	0	44	0	0	0	0	0	2	1	13	19	8	0	0	0
1726	0	0	0	3	0	0	7	13	6	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0
1727	0	0	0	5	0	5	13	9	0	3	0	1	0	0	0	0	0	0	5	19	0	5	3	2
1728	0	0	0	0	2	0	0	0	0	4	30	0	0	0	0	1	2	2	0	0	0	0	0	0
1729	0	0	0	0	6	0	3	3	2	0	0	0	0	0	0	0	0	0	15	26	17	0	0	0
173	2	6	10	12	80	198	129	118	63	23	0	35	37	31	44	26	32	37	0	9	2	7	3	4
1730	0	0	0	0	0	0	0	0	3	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
1731	5	2	3	0	1	0	0	0	0	2	0	0	16	14	0	0	0	1	9	43	4	2	1	2
1732	6	2	2	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	2	14	8	2	1	2
1733	2	3	0	1	0	2	10	11	8	0	0	0	0	0	0	2	2	3	0	0	0	2	2	0
1734	11	7	8	6	22	2	0	0	0	6	0	10	16	7	0	2	4	9	0	14	2	10	3	11
1735	6	3	0	0	4	1	5	3	0	6	4	1	1	0	0	2	1	2	2	1	4	0	1	2
1736	7	0	0	2	18	7	0	2	0	1	9	0	0	4	0	0	6	6	0	10	0	6	8	11
1737	33	21	20	2	9	14	3	3	0	0	0	0	2	7	0	2	1	0	0	0	0	2	2	3
1738	3	10	0	3	5	2	0	2	18	12	32	3	1	0	24	2	0	1	9	12	14	0	1	1
1739	13	18	2	1	0	1	0	0	0	0	0	1	4	6	0	0	0	1	0	0	3	0	0	0
174	43	24	63	7	10	2	0	4	58	23	448	26	1	1	42	39	36	14	0	1	0	1	3	4
1740	8	2	0	1	8	0	7	6	0	10	17	1	0	0	1	0	0	1	13	9	0	2	0	2
1741	2	0	2	2	0	0	0	0	0	0	0	2	0	1	0	2	3	5	0	0	9	15	9	20
1742	2	2	2	0	14	2	10	2	0	4	10	7	0	0	0	3	0	2	0	6	3	2	0	0
1743	0	6	7	0	0	3	0	6	8	1	0	1	0	0	0	1	1	0	20	16	9	2	3	2
1744	4	6	6	2	2	0	4	8	1	6	4	0	0	1	11	3	0	3	1	47	2	1	2	0
1745	0	3	3	0	1	1	0	0	0	0	4	0	0	0	0	2	0	2	9	2	0	11	24	16
1746	0	0	4	2	0	3	0	0	0	0	9	9	3	1	0	2	1	3	7	0	0	1	3	10
1747	0	2	1	3	2	0	9	0	6	1	27	3	2	0	18	0	1	0	0	1	3	0	0	0
1748	0	0	0	6	2	5	3	4	0	4	0	6	7	7	0	12	7	5	0	0	0	2	3	1
1749	0	0	7	0	26	0	1	0	0	0	0	2	0	0	0	1	1	0	53	47	34	9	22	13
1750	1	2	3	0	2	0	6	11	21	0	20	0	0	0	0	0	0	0	0	0	6	2	3	0
1751	2	3	0	4	5	7	7	0	15	11	94	19	1	0	0	9	13	17	0	0	2	2	8	7
1752	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	1	27	17	0	1	0
1753	1	0	1	0	6	5	0	1	0	5	4	4	0	1	6	1	0	2	3	11	0	0	1	2
1754	8	2	5	0	9	0	5	2	18	0	13	0	1	0	0	0	1	2	0	0	0	2	2	0
1755	1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	5	5	3	0	2	17	8	13
1756	5	2	0	8	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	26	18	0	0	0
1757	4	1	2	1	6	2	0	7	0	3	0	0	0	0	0	2	2	4	0	0	1	0	1	2
1758	21	17	17	0	6	2	15	4	7	1	22	1	0	0	0	0	0	0	0	22	3	7	4	12
1759	10	6	5	0	0	0	0	0	0	1	0	1	1	2	6	2	2	0	0	0	6	0	0	0
1760	2	8	2	6	0	7	3	0	0	0	0	1	2	2	0	0	0	0	9	0	3	2	1	0
1761	10	5	4	4	2	2	3	28	6	1	0	10	0	0	0	2	2	6	0	0	0	0	0	0
1762	6	1	3	0	0	0	2	4	28	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1
1763	2	2	2	0	1	3	8	16	17	0	0	0	0	0	0	0	1	0	1	6	4	1	0	0
1764	5	2	4	0	3	0	19	3	0	0	0	0	0	0	0	0	0	0	2	7	4	2	1	0
1765	0	4	2	2	0	0	12	7	7	3	0	4	0	0	0	0	2	1	0	1	8	2	3	7
1766	12	6	5	5	10	6	2	3	0	1	9	3	4	3	7	1	0	0	28	39	38	6	8	14
1767	0	0	1	6	2	1	0	3	0	0	0	0	0	0	7	6	8	3	0	19	4	9	15	5
1768	0	0	2	1	0	0	3	3	14	0	0	0	7	13	0	2	1	6	7	0	1	0	0	3
1769	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	17	6	11	0	0	0
177	23	10	13	258	22	455	15	9	1	7	0	1	37	18	1	13	10	7	0	0	0	31	39	46
1770	0	0	1	0	2	0	3	1	10	0	0	0	0	1	0	0	0	0	0	24	3	0	1	3
1771	0	0	0	2	0	3	0	0	0	9	0	0	1	3	0	9	8	20	2	0	7	0	0	0
1773	0	0	0	1	0	0	0	0	0	10	0	1	16	29	1	4	2	1	0	0	0	1	0	2
1774	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	12	8	13	0
1775	6	3	1	3	6	0	11	0	0	0	2	4	0	1	0	1	0	2	5	1	0	1	1	0
1776	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	31	37
1778	3029	2491	2716	91	304	266	696	845	1359	709	18	921	12504	13812	304	275	319	160	104	94	151	99	39	918
1779	3	4	2	2	0	2	3	7	22	0	0	0	0	0	0	2	0	0	0	1	3	1	2	4
178	1	2	2	2	0	3	0	0	1	244	2	578	16	23	0	2	11	6	0	0	0	2	1	4
1780	2	2	0	0	2	1	5	6	0	1	6	0	2	0	0	2	0	0	8	17	0	1	1	2
1781	1	2	5	0	6	2	0	0	0	7	0	0	0	0	0	0	0	0	0	14	5	0	1	10
1782	2	2	2	2	0	1	9	7	25	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
1783	8	2	3	0	11	0	0	0	0	0	9	1	0	1	0	0	0	1	16	8	5	11	6	10
1784	7	8	8	0	0	0	15	4	8	0	20	0	0	2	0	0	0	1	0	0	0	0	0	3
1785	26	15	14	0	0	1	36	19	44	0	17	0	4	3	0	0	0	0	4	21	8	1	1	4
1786	4	0	2	4	6	2	4	0	0	4	0	1	0	0	7	2	4	2	4	0	3	7	21	11
1787	3	10	17	0	0	0	0	2	5	5	0	0	0	0	0	0	1	0	0	0	3	7	7	13
1788	0	2	6	3	0	5	0	0	0	1	0	0	17	10	0	0	0	0	0	0	0	0	8	0
1789	0	1	3	0	5	0	0	0	2	1	17	0	2	4	0	2	2	2	11	9	14	15	8	11
179	24	5	28	17	123	20	8	8	20	21	182	32	3	0	41	6	11	14	49	51	25	61	99	87
1790	7	0	2	1	10	0	18	3	9	6	1	23	1	0	5	2	1	1	0	18	11	5	7	8
