ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC
395	0	0	0	0	0	32	1	2	0	0	0	1	0	138	45	3	0	0	0	0	0	0	0	0	0	0	1	1	0	7	0	0	0
397	0	0	0	3	0	0	2	0	0	67	0	0	31	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	3	21	8	0	0
398	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	101	125	6	4	1	15	280	107	23	46	409	424	6	15	164	2	1	657	1731	0	20	83	503	735	4282	2663	3149	5003	4322	1436	3	167	2
40	0	0	0	0	2	0	2	0	0	3	0	0	0	2	2	0	0	0	0	3822	0	0	0	1	0	0	0	0	1	1	0	0	0
400	1	1	40	0	0	152	0	0	0	0	0	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
401	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
403	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	15	0	0	0	0	0	191	0	0	0
404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	0	49	1	0	3	1	0	0	0	0	109	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
406	0	0	52	0	0	0	0	0	0	0	0	30	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
407	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	122	76	12
408	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
409	8	1	12	10	3	6	0	0	0	10	13	15	0	10	5	3	5	3	1	3	3	0	9	13	0	0	0	0	5	9	2	8	4
41	36	26	1	1	10	697	0	45	173	2	14	253	4	0	149	0	1901	22	75	1	136	0	763	23	1	94	107	0	116	1	375	55	2
410	41	2	16	0	1	168	2	4	187	1	5	11	2	0	8	35	0	0	0	0	2	0	2	10	0	39	0	0	0	0	0	0	1
411	0	0	2	0	0	8	0	0	0	0	0	67	0	2	0	77	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0
412	0	2	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	3	0	120	0	0	7	1	0	0	0	0	0	0
413	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	0	11	4	0	0	0	0	0	0	0	1	0	0	0	0	2	1	5	25	0	11	14	0	0	0	0	6	0	0	0	5	110	0
415	0	3	1	0	0	3	0	0	0	0	2	6	0	1	0	5	21	1	14	0	0	0	0	0	0	0	0	0	0	0	117	47	28
416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	26	0	0	0	0	8	0	67	18	0	0	0	0	0
419	2	5	24	0	0	0	0	0	7	0	27	37	4	17	1	2	0	1	6	0	0	0	13	0	0	14	1	11	0	5	0	1	0
42	1	484	45	0	190	29	0	1049	159	0	171	42	0	75	0	2038	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0
421	3	22	0	0	0	0	0	3	1	2	5	0	0	1	2	1	1	3	7	16	1	0	6	1	0	14	47	6	1	0	5	3	2
423	0	1	0	0	122	2	0	2	5	49	7	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0
424	0	11	0	1	3	0	0	5	4	1	62	1	0	2	0	2	0	1	1	2	1	2	0	1	3	0	2	3	2	3	0	1	5
425	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	4	1	0	0	2	0	3	13	0	49	11	0	0	0	4	0	0	0	1	0	0	0	9	0	62	0	0	1	0	0	0	0	0
427	1	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	58	0	0	5	0	2	82	4	0	9	0	0	0	0	2	0
428	185	1	562	0	0	71	0	2	349	10	7	306	21	5	20	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
429	0	0	137	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	1	1	0	0	1	0	0	0	0	0	4	0	1	0	0	0	837	0	0	1	0	2	4939	0	0	0	0	0	0	0	0	0
432	14	21	0	3	10	0	0	25	0	0	3	0	0	1	2	1	0	2	2	5	0	2	3	2	37	7	1	0	0	1	0	0	1
433	1	1	0	9	1	0	2	0	9	1	9	12	0	3	6	9	0	0	2	1	2	13	0	0	0	0	0	3	9	0	0	2	0
435	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0
436	0	3	0	2	5	1	5	40	0	3	2	0	0	0	1	0	0	0	1	0	1	0	0	1	51	0	4	1	0	0	0	0	1
437	1	0	2	0	0	0	0	0	4	0	0	3	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	1	0	0	80	11	0
438	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
44	0	4	2	0	1	0	0	0	0	0	0	13	0	6	0	191	0	0	3	0	0	0	1	5	0	0	0	0	1	0	0	0	3516
441	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	68	2	31	0	4	0	2	0	0	0
442	2	0	35	0	0	155	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	1	16	0	1	1	0	4	20	12	1	2	0	1	0	1	1	0	4	12	2	1	0	3	0	1	5	3	0	1	0	1	1	4
444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0
446	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0
447	0	1	6	0	0	0	0	0	17	0	1	3	0	81	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	0	0	0	0	0	0	0	0	102	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
449	2	3	4	6	1	4	1	5	4	5	4	4	2	3	2	3	0	0	3	1	2	5	3	8	0	1	0	0	2	2	1	3	0
45	2	0	3	0	0	0	0	2	0	0	0	64	0	20	1	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3138	129	0
450	0	0	0	0	0	0	1	0	0	33	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
451	0	1	16	0	0	1	0	0	0	0	8	66	0	15	0	23	16	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	3
452	0	6	0	0	0	0	5	21	19	0	0	0	1	1	0	0	1	0	8	1	0	4	2	0	4	4	0	4	0	0	0	0	0
453	18	10	0	7	6	11	4	3	11	12	6	0	23	4	4	1	0	0	0	8	5	1	2	4	7	0	0	5	0	3	0	2	1
454	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	82	0	1	1	0	0	0	0	0	0	0
457	0	1	0	0	0	0	0	5	13	0	0	0	0	0	127	10	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
459	0	0	1	0	0	0	13	64	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
46	1	0	3059	0	0	25	0	1	0	1	0	1157	0	708	0	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
461	0	42	0	1	3	0	0	3	1	3	37	2	3	1	1	0	0	1	1	0	1	2	0	0	1	0	0	1	0	0	0	1	0
462	0	2	12	0	0	0	0	0	0	0	36	6	0	13	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	3
463	7	4	0	22	2	16	0	5	1	2	5	2	2	2	0	57	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0
464	1	7	0	0	0	2	0	0	2	0	15	0	0	1	0	0	0	4	0	0	1	10	12	0	31	0	22	1	0	0	0	0	0
465	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0
466	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
467	0	0	0	0	0	0	5	5	0	28	0	0	7	0	9	0	0	0	1	0	0	0	0	0	2	0	0	0	0	96	5	0	0
468	0	0	0	0	0	1	0	0	3	0	1	0	3	0	1	0	0	0	0	0	8	0	45	5	0	34	0	0	0	0	0	0	0
469	0	44	18	0	0	5	0	0	0	0	27	6	0	34	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
47	1	1	0	0	0	3	3	29	10	1	1	0	1622	0	0	0	1	1	0	0	419	0	1035	163	0	208	1	0	85	5	0	1	0
470	1	0	0	0	0	0	40	3	0	0	0	0	70	0	0	0	1	33	0	0	57	0	2	50	0	3	54	4	0	2	0	0	0
471	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	6	0	142	0	0	0	0	0	0	0
473	1	14	0	4	48	0	1	5	0	1	16	3	1	0	2	0	0	2	2	0	0	2	0	0	1	0	2	5	1	0	0	2	5
474	0	0	40	0	0	0	0	0	0	0	0	26	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	0	9	72	2	3	6	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0
476	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	0	0	0	0	0	0	37	28	2	1	1	0	0	0	0	0	0	0	1	0	0	0	2	1	14	0	0	0	0	0	0	0	1
48	4	3	83	2300	52	13	1	6	0	1	3	1	1	49	0	29	48	251	1	0	46	8	67	22	52	175	155	123	8	37	13	29	0
483	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	27	0	0	0	0	0	2	1	0	31	0	0	10	2	4	0	0
484	2	3	0	0	0	0	1	63	1	0	1	0	1	1	0	2	1	0	0	1	0	0	5	9	0	0	0	2	0	1	0	0	0
485	0	18	7	0	1	0	0	0	0	1	10	2	5	0	1	2	1	3	15	0	0	1	1	0	2	0	0	2	0	0	6	10	21
487	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	39	54	1	0	0	0	0	0	1	0	1
488	1	0	154	1	0	69	0	0	2	0	3	134	0	63	0	6	1	0	0	0	8	0	14	4	0	24	130	1	1	0	0	0	0
49	1	1	2	28	0	4	1	1	3	28	0	1	39	267	0	27	574	72	0	1	96	178	13	779	218	288	28	1030	46	223	1033	1	0
490	1	5	0	0	1	0	1	1	0	0	5	0	0	0	1	3	1	1	5	0	0	1	3	0	4	1	0	2	0	0	9	5	38
491	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	0	0	1	0	0	5	0	0	0	0	0	2	0	98	0	0	2	1	0	0	0	0	16	1	0	15	244	0	4	0	0	0	0
493	20	0	0	0	0	0	0	8	0	5	0	0	0	0	36	0	0	1	0	0	2	1	0	0	0	0	5	0	0	0	2	3	8
495	20	1	98	1	0	7	0	0	0	0	0	14	0	53	4	1	1	3	1	0	5	0	19	3	1	18	256	9	3	1	0	0	0
496	1	1	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	1	5	1	2	1	4	2	1	3	3	6	7	0	4	2	0	2	0	1	1	1	3	2	4	0	1	0	1	2	2	0	1	1
5	3414	4716	1077	61	3111	224	615	300	246	360	214	78	171	982	1082	229	65	343	549	0	1407	2927	399	651	611	100	726	1854	79	3773	337	31	6
50	0	54	1	10	57	0	25	26	0	378	18	2	2	0	524	0	0	96	237	0	4	1063	42	5	633	1	113	118	1	7	0	177	0
500	5	5	1	0	1	0	0	1	0	0	4	18	0	0	1	13	24	1	59	0	0	1	0	1	0	0	4	0	0	0	30	92	310
501	0	0	50	0	0	23	0	1	1	0	0	48	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
503	0	0	0	0	0	0	0	2	0	0	0	0	81	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
504	0	80	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	0	1	0	0	0	0	6	44	13	0	0	0	3	1	1	0	0	1	1	0	1	0	8	0	2	8	0	1	0	0	0	0	0
506	0	0	0	0	2	0	0	0	0	122	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	3	5	5	1	0	0	7	2	1	10	1	1	0	8	2	0	0	0	1	1	0	1	3	5	0	0	0	0	1	0	1	0	2
509	0	1	3	0	0	134	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	0	0	0	1	0	0	0	1	0	4	0	151	0	3674	0	2	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	1
510	0	0	0	0	0	0	9	11	1	1	1	0	0	0	2	13	0	0	0	0	3	0	16	0	1	0	0	0	0	2	0	0	1
511	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	8	0	30	1	0	27	0	0	0	0	0	0	0
512	14	0	0	0	0	0	2	0	0	2	0	0	0	0	18	0	0	32	0	0	12	0	0	8	0	0	24	0	1	0	0	10	0
514	1	2	9	0	0	0	0	0	1	0	0	0	35	1	24	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	52	0	0	0	0	0	0	0
516	0	0	0	0	0	0	0	0	0	21	0	0	0	1	3	0	78	21	3	0	16	0	13	34	0	1	80	0	3	0	14	3	0
518	8	4	4	2	1	2	1	0	0	11	0	4	9	6	4	1	2	28	33	0	14	3	0	48	2	0	29	8	1	2	3	28	1
519	2	2	1	2	0	0	2	7	4	4	3	0	0	0	21	2	0	0	0	0	0	0	19	2	1	1	1	1	0	0	0	0	1
52	1	527	397	0	1	926	2	1	41	0	842	557	0	302	1	149	62	1	116	0	0	0	2	1	0	0	0	0	0	0	100	31	41
520	2	1	1	16	2	3	1	3	0	2	0	0	0	1	0	17	0	0	0	0	6	14	1	2	0	0	0	2	8	0	0	3	0
521	0	1	0	1	2	0	11	42	3	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
523	0	0	34	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	0	0	0	1	1	2	0	1	80	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
525	0	1	0	2	2	2	0	5	0	0	3	0	0	0	0	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
526	27	3	2589	7	1	1237	1	0	451	0	112	2889	1	760	10	90	0	0	1	0	0	0	28	5	0	0	8	0	0	1	1	1	1
527	2	72	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	1	0	1	0
529	1	5	0	0	14	1	0	5	0	0	4	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0
53	5	9	209	2	5	4323	1	1	9	0	0	4	4	41	2	344	1	5	0	0	5	3	0	2	49	0	1	931	0	21	0	0	0
531	0	0	42	0	0	32	0	0	21	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	80	0	4	1	0	0	0	0	0	1	0	0	0
533	0	0	0	0	0	0	0	0	75	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
534	0	0	64	0	0	2	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
535	5	0	4	4	1	7	0	0	0	8	8	10	0	10	4	4	1	2	0	2	2	0	4	6	0	0	2	0	5	4	2	3	1
536	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	15	0	4	1	0	2	1	0	10	7	0	0	10	0	30	1	0	0
537	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	7	2	0	0	1	0	0	0	0	0	0	0	0	0	40	97	0
539	8	0	1	0	0	0	0	0	65	1	0	1	1	0	4	1	0	0	0	0	2	0	0	7	0	16	1	0	0	1	0	0	0
54	386	183	125	2	64	1	28	51	5	122	16	3	53	232	68	80	0	24	93	0	377	565	2	26	62	0	90	49	0	1504	17	3	3
540	3	2	6	1	1	1	4	5	2	2	2	0	1	2	2	0	0	1	1	1	1	0	3	1	0	1	0	1	0	1	1	2	3
541	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
542	1	0	0	0	0	0	0	0	0	0	0	1	1	1	19	0	0	9	1	0	1	0	0	3	0	1	8	0	0	0	25	16	0
543	0	1	0	2	7	1	2	21	0	1	16	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	5
544	0	0	0	0	0	38	0	0	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0
546	7	24	0	0	0	1	0	0	8	0	0	0	4	0	3	9	0	0	0	0	0	0	2	1	0	3	0	0	0	2	0	1	0
547	8	15	0	0	0	0	0	0	0	18	4	1	0	0	27	4	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0
548	0	13	0	0	0	0	0	0	0	1	35	3	0	2	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
55	2	0	0	2	1	0	0	12	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	4	3490	27
550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
551	0	0	1	0	0	9	0	0	4	0	6	36	0	2	1	6	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	8
552	0	1	1	0	0	0	0	1	1	0	0	48	0	0	0	0	0	0	0	0	0	1	159	0	0	0	0	0	0	0	0	0	0
553	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0
554	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	41	0	0	0	0	0	0	0
555	0	1	0	0	0	0	1	0	0	8	1	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	1	1	0	0	19	16	16
556	0	1	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558	1	0	12	0	0	4	3	0	20	0	0	7	8	0	0	2	0	0	0	0	0	0	6	1	1	3	0	0	0	1	0	0	0
559	0	3	33	0	0	0	0	0	0	0	4	23	0	7	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	1	2	0	0	0	0	0	3	6	1	0	1	0	2	0	0	0	0	0	0	244	0	1188	2010	1	14	1	0	0	0	1	0	1
561	0	1	4	0	0	11	0	0	2	0	1	100	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
562	0	0	4	0	0	104	0	0	0	0	0	10	0	71	0	15	1	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0
564	0	54	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
565	0	1	0	0	0	0	0	0	0	0	55	10	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	27	7
567	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	0	1	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	1	0	0	8	0	23	0	1	20	2	0	0	0	0	1	0
569	0	10	0	0	0	0	4	5	8	0	0	0	1	0	0	0	0	0	6	0	0	8	0	0	1	2	0	4	0	0	0	0	0
57	0	0	2	0	1	1110	0	0	631	1	0	524	0	0	254	4	49	199	32	0	555	0	72	357	3	140	176	0	13	1	8	36	0
570	0	22	0	0	53	1	0	0	1	0	17	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	0	0	0	0	0	1	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
572	0	0	0	0	0	0	0	0	0	0	0	1	1	0	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
573	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574	1	4	1	0	1	0	0	1	3	1	13	1	0	21	1	6	0	0	0	0	1	0	0	10	0	19	0	0	0	1	0	0	3
577	9	4	0	0	0	0	0	3	0	2	9	0	5	2	31	3	0	0	0	0	2	0	4	2	0	1	0	0	0	0	0	0	0
578	0	8	0	0	3	0	0	29	1	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	1
579	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
58	1	220	269	0	0	3	0	1	3	0	416	107	0	500	0	1450	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	2	0
580	0	0	0	0	0	0	0	0	52	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	11	0	12	6	0	1	3	31	0
582	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	34	0	0	0	0	0	0	0
583	0	9	0	1	3	3	1	1	15	1	25	0	3	0	0	0	0	0	1	0	1	2	0	0	2	0	0	1	0	0	0	0	0
584	0	8	16	0	0	6	0	0	0	0	1	1	0	4	0	34	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
585	0	0	0	0	0	0	0	2	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	13	0	1	68	1	1	0	0	0	0	0
587	25	41	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
589	2	2	0	0	0	0	0	0	161	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
59	79	75	13	1447	479	29	7	246	5	8	1	1	20	1	9	14	4	1	1	47	5	3	4	28	7	13	8	24	43	17	0	4	5
590	0	1	4	0	0	2	0	0	0	0	0	15	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	0	0	4	0	0	5	0	3	14	0	0	1	3	2	0	1	0	0	1	0	0	1	5	0	13	3	0	0	12	15	1	0	0
592	3	1	24	0	1	9	0	0	21	1	14	67	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593	0	0	0	0	1	0	1	28	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594	0	0	0	0	0	16	0	0	52	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	24	21	3
596	0	0	1	0	0	0	0	0	0	0	0	74	0	1	0	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
597	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	85	4	0	0
598	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	0	14	22	0	0	0	0	0	0	0	0	0
6	34	512	557	1	0	10	2	8	12	1	798	276	4	1150	8	2828	5557	435	1618	2	7	30	11	6	51	0	248	1	18	3	5625	1602	2227
60	0	1	1	0	4617	136	0	3	2	0	2	11	0	4	2	0	1	0	0	0	2	0	2	1	0	0	0	3	0	0	0	4	0
601	0	0	23	0	0	0	0	0	0	0	3	45	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	47	0	0	0	0	0	0	0	0	0	0
605	3	1	0	0	0	0	0	4	0	1	0	0	0	0	5	1	1	2	1	0	1	11	0	10	0	0	2	0	0	17	0	3	1
606	1	1	15	0	0	16	1	0	24	0	1	4	0	8	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	0	8	3	0	0	0	0	0	0	0	8	20	0	2	0	0	0	1	0	0	22	1	0	9	2	0	6	0	0	1	0	1	0
608	0	0	0	0	0	1	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	7	0	0	0	0	0	0	0	0	22	0	0	0	0	9	7	3
61	340	11	0	1	3	0	0	0	0	0	0	11	0	1	3	1	72	26	56	0	3	62	1	1	1	0	17	0	0	0	102	401	1695
610	2	5	3	0	0	0	1	0	5	2	5	5	0	2	3	0	0	0	3	0	0	0	1	5	0	1	0	0	0	0	2	0	1
611	4	0	8	4	1	7	0	0	0	3	8	12	0	6	3	4	2	1	0	3	2	0	6	10	0	0	0	0	2	4	4	3	3
612	1	0	4	0	0	5	0	15	5	3	1	5	0	4	1	2	0	0	0	0	3	2	2	5	0	1	1	0	0	0	0	3	0
613	0	7	0	1	0	2	1	0	0	2	0	1	0	3	0	0	0	0	0	1	1	0	6	9	0	1	0	0	1	0	0	1	4
614	0	0	0	0	0	0	0	0	58	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
617	3	3	2	0	0	0	2	2	4	1	4	6	0	3	1	0	0	0	2	1	0	0	2	6	0	0	0	0	0	0	0	0	1
618	0	0	3	0	0	4	0	0	22	0	0	1	0	11	0	1	0	0	0	0	0	0	0	0	9	21	0	0	1	2	0	0	0
619	0	2	13	0	0	0	0	0	5	0	0	0	0	30	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
62	0	0	0	0	0	3	0	0	0	1	0	1	1142	1	0	1	0	0	0	0	1514	0	13	0	0	0	0	0	0	30	0	1	0
