ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC
1218	0	0	0	0	0	0	0	0	0	1	0	0	14	1	1	0	0	0	0	0	118	0	1	59	0	0	0	0	0	21	0	1	0
1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
122	0	1	0	0	0	0	0	2	1059	0	0	1	1	0	2	0	0	0	1	0	1	0	0	2	0	0	0	0	1	3	0	0	0
1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	3	0	0	0	0
1222	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0
1224	1	3	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
1225	2	3	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1226	2	1	2	0	0	0	0	3	0	1	1	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
1227	1	1	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1229	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0
123	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	1	0	2	2	0	0	0	0	1222	29	0	1	0
1230	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	1
1231	1	1	17	1	6	1	0	1	81	0	116	34	9	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1232	3	3	0	0	1	1	0	2	0	2	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1
1234	0	12	0	0	2	0	0	0	0	0	16	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235	1	2	0	0	0	0	0	0	0	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1236	1	5	18	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1237	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0
1238	1	4	2	0	0	0	0	0	0	0	0	1	0	3	1	2	12	5	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1239	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	844	49	0	0	0	0	0	0	0	0	0	0	0	0	144	155	0
1240	0	4	1	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1241	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1242	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1243	0	3	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0
1246	0	0	2	1	0	3	0	0	0	3	1	5	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0
1247	1	1	1	4	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	2	3	0	1	0	0	0	0	1	0	0	0	0
1249	0	0	0	0	1	0	0	3	0	0	0	0	3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	2	2	0	0	0	81	0	0	17	0	2	61	4	0	121	18	84	45	232	0	200	0	5	23	1	13	121	0	6	3	35	110	1
1250	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1251	1	0	0	0	0	9	0	0	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1252	0	0	0	0	0	20	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1253	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1254	0	0	0	0	1	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1256	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	15	0	0	0	0	1	0
1257	0	0	1	0	2	1	0	0	21	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1259	0	2	0	0	0	0	0	0	1	0	3	1	0	0	3	5	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
1260	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1261	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1262	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1263	0	0	0	0	1	0	0	0	6	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1265	0	0	2	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1267	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1269	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	0	0	0	0	0	0	0	0	34	1	0	1	1	0	0	0	0	357	342	0	4	40	0	0	88	0	20	0	97	56	8	23	1
1270	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1271	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1272	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1273	0	0	1	0	0	3	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1274	0	0	1	0	0	0	0	0	0	0	0	1	0	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1279	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	2	0	15	0	0	0	0	0
128	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	207	1	0	1	0	0	0	0	74	534	1	0	0	0	304	0
1280	5	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	1	0	0	0
1281	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0
1282	1	2	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	6	0	0	0	0	0	21	1	0	0	0	0	0
1283	2	0	4	0	0	2	0	0	0	1	1	6	0	3	2	1	1	0	0	0	1	0	1	3	0	0	0	0	0	0	1	2	0
1285	1	1	1	0	0	0	0	0	2	0	1	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1286	2	0	1	1	0	0	0	0	0	2	1	2	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0
1287	18	0	0	0	0	0	0	0	5	1	0	0	0	0	3	0	0	0	0	0	1	0	2	50	0	0	0	0	0	0	0	0	0
1288	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	1	1	0	0	0
1289	0	2	0	0	16	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
129	0	1	0	0	0	0	0	1	0	0	0	0	0	0	19	1	0	0	0	0	2	0	566	1	0	249	1	0	0	1	0	0	0
1290	1	7	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	0	3	0	0	8	1	0	0	0	3	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1292	0	1	0	0	0	0	0	0	0	3	2	0	0	0	15	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1293	0	6	0	0	0	0	2	3	4	0	0	2	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0
1294	0	7	0	0	1	1	0	2	1	0	3	0	0	0	0	1	1	1	7	0	0	1	0	0	0	0	0	0	1	1	0	1	4
1295	0	0	1	0	0	0	0	0	0	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1296	0	0	1	0	0	2	0	0	0	1	0	4	0	3	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0
1298	0	0	70	0	0	0	0	0	0	0	0	23	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13	1969	397	173	6707	385	338	160	297	953	13	10	91	15	384	299	76	6	12	23	5	21	8	47	258	31	75	26	84	77	50	15	23	20
1300	0	1	0	4	4	0	0	1	0	2	3	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
1302	0	1	0	1	4	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0
1304	0	1	1	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0
1305	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	0	0	0	0	0	6	2	1	0	0	1	1	1	3	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1309	1	2	0	0	13	1	0	1	0	1	4	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
131	58	4	2	8	0	10	105	5	12	2	0	2	5	1	88	1	4	150	5	0	68	0	25	413	1	8	293	7	5	0	16	62	5
1310	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1311	2	2	0	0	3	0	0	1	4	3	1	1	0	1	11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1312	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1313	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1314	1	1	0	0	1	0	0	0	13	0	5	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1315	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1316	0	1	0	0	2	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1317	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
1318	0	0	0	0	0	0	3	0	3	0	0	1	16	2	0	0	0	0	1	0	0	1	2	0	4	0	0	0	1	7	0	0	0
132	0	1	0	0	0	0	1	0	6	0	4	0	1	0	0	0	0	0	0	0	0	0	272	1	0	505	0	0	1	2	0	1	0
1320	0	1	0	1	17	2	0	1	1	4	1	1	1	0	3	5	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0
1321	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	3	0	0	0	0	0	0	1
1322	1	0	1	0	0	0	0	0	0	0	3	2	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	1	0
1323	0	0	2	0	0	0	0	0	0	0	0	84	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1324	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1325	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1326	0	0	0	0	0	1	0	0	0	0	0	14	0	5	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1328	1	1	0	0	0	0	0	3	0	0	0	0	5	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1329	0	2	0	0	0	0	1	0	0	0	5	0	10	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
133	28	22	3	1	9	50	0	7	34	0	19	65	5	2	156	9	34	150	198	0	462	5	27	127	29	202	196	1	16	5	44	299	2
1330	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	3	0	0	1	0	0	0	0	0	14	0	0	0	0	1	0
1332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	2	8	0
1334	1	1	0	4	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	4	4	0	1	1	0	9	0	0	0	0	0	0	0
1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0
1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
134	126	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	29	7	20	0	1	23	0	1	1	0	9	0	0	0	35	164	661
1340	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
1343	29	0	37	0	0	0	0	0	0	2	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1345	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
1346	7	3	1	0	0	1	0	1	0	5	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1347	3	2	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1348	39	0	115	0	0	16	0	0	4	2	1	96	4	2	8	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0
1349	0	2	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	5	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	41	2	16	0	0	1	0	1	0	0	0	0	1	0	396	316	387
1350	0	12	0	0	1	0	0	0	0	0	390	1	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1351	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1352	0	3	0	0	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1353	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354	0	3	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1355	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0
1356	0	1	0	0	1	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1357	0	13	2	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1359	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	1	0
136	8	47	0	4	0	0	2	2	2	637	17	1	0	0	17	0	0	5	0	0	0	8	4	2	212	3	5	5	0	0	0	2	0
1360	1	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	0	1	0
1361	0	5	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1362	0	1	2	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
1363	1	0	1	3	1	3	0	0	0	1	1	4	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
1364	0	0	1	0	0	7	0	0	8	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1367	1	3	0	8	1	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	4	2	0	1	0	0	0	0	0
1369	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0
137	3	2	0	2	4	0	0	0	0	1	4	0	0	2	1	0	0	0	1	432	25	0	159	8	2	190	2	1	0	1	0	2	0
1370	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1371	2	1	4	2	1	5	0	0	0	4	6	5	0	5	0	3	1	2	1	0	1	0	2	5	0	0	0	0	2	3	1	6	0
1372	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
1376	0	0	0	0	7	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1377	0	1	0	0	0	3	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1378	0	0	1	0	0	3	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	789	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	63
1380	0	0	0	0	0	6	0	0	8	0	0	8	0	0	2	0	0	3	2	0	11	0	0	3	0	51	2	0	0	0	0	1	0
1381	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1382	0	0	0	0	0	1	0	5	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1383	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1384	1	0	0	0	0	0	0	3	3	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
1385	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1386	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1387	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
1388	0	1	0	0	1	0	0	0	11	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
1389	0	3	0	0	1	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	0	0	0	0	375	0	0	332	0	3	454	0	1	19	0	0	0	0	0	0	0	1	0	0	189	0	0	0	9	0	0	0
1390	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1391	0	0	1	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1392	1	1	0	0	0	3	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	7	0	0	0	0	0	1	0
1394	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
1395	1	0	1	0	0	0	0	0	1	0	0	14	0	10	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0
1397	0	0	1	0	1	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1398	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1
14	151	1412	108	1155	716	10	253	678	14	8	9	2	302	17	32	101	10	3	22	3343	766	20	24	272	49	351	6	671	199	320	14	4	5
140	9	1	1	2	4	0	1	15	0	5	0	0	6	0	4	0	1	38	90	0	1	81	0	0	25	0	2	0	348	27	281	41	64
1400	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1404	6	2	1	0	1	0	0	0	0	5	0	0	0	0	11	0	0	5	4	0	0	2	0	0	1	0	5	1	0	1	0	5	2
1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1409	13	7	1	0	2	1	0	0	0	0	2	4	0	0	17	1	1	10	23	0	89	2	1	15	4	4	29	1	1	1	5	4	0
141	37	1	1125	1	0	0	0	0	0	0	0	60	0	2	0	0	0	0	2	0	0	0	0	0	4	0	0	46	2	0	0	0	0
1412	0	0	8	11	0	0	0	0	0	1	0	0	0	7	0	12	1	1	0	0	0	8	0	0	28	5	41	9	0	1	1	22	38
1413	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0
1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0
142	106	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	33	7	14	0	0	26	0	0	0	0	5	0	0	0	25	115	512
143	2	1	0	188	3	0	144	7	0	394	2	17	96	1	16	0	1	19	1	0	0	0	1	0	0	0	19	0	0	747	0	2	0
144	0	1	0	0	0	0	1	1	1	0	0	0	1680	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
145	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	0	0
146	9	16	205	0	5	211	0	0	422	3	6	6	4	85	2	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
147	0	0	181	0	0	252	0	0	3	0	0	247	0	512	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
148	1	0	145	0	0	491	0	0	132	0	0	8	0	420	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
149	6	11	1	1	5	12	9	2	0	47	4	6	3	2	10	6	50	16	40	0	25	3	0	0	0	48	7	1	0	0	252	328	104
15	2	1285	706	0	1	1556	2	4	160	1	3348	1803	1	1404	2	1568	80	3	179	0	0	4	2	2	1	1	1	1	0	0	131	39	52
150	0	0	81	0	0	0	0	0	0	0	0	55	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	8	0	0	75	0	1	125	0	1	28	0	13	4	0	85	2	0	0	6	1	317	6	3	105	0	10	26	17	10	0	0
152	7	3	181	0	3	677	2	2	116	0	6	5	60	100	6	29	1	0	0	0	0	0	0	0	0	0	0	0	87	1	2	0	0
153	0	3	22	4	0	0	13	65	0	7	5	3	1	14	66	24	6	9	0	0	0	47	0	0	157	0	21	0	1	1	3	86	310
154	0	0	0	0	0	0	0	0	762	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	1	1	1	1	21	0	103	51	417	59	0	0	7	0	144	2	0	1	1	0	12	2	14	24	3	0	1	5	0	1	0	2	0
156	4	1	0	1	1	0	23	151	1	286	9	0	1	0	2	0	0	0	0	0	0	0	127	2	181	3	1	0	0	1	0	0	0
157	3	4	499	4	0	292	0	0	5	0	7	327	1	154	1	70	51	1	0	0	5	0	69	2	0	310	3	0	4	0	1	0	0
159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	114	617	0	0	0	0	0	0	0	0	0
16	2	113	58	3	5	0	0	2	4	43	3358	128	0	128	79	0	138	59	5413	0	6	418	0	0	768	0	130	458	0	1	3	1092	2
160	35	10	2	1	14	1	15	53	11	361	9	0	5	1	123	1	0	1	177	10	2	27	3	1	24	0	5	38	0	1	0	1	1
161	0	0	0	0	0	0	0	2	1	2	0	8	0	0	0	0	0	0	9	0	0	0	207	0	2	436	2	1	1	0	0	1	1
162	0	0	12	0	0	19	0	0	0	0	0	146	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	1	6	0	0	542	1	3	131	0	0	4	0	317	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
164	0	0	2	0	0	0	0	1	0	17	0	4	0	81	9	0	0	1	24	0	218	3	0	2	0	0	2	106	91	110	241	1	5
165	0	0	0	18	0	0	0	0	0	1	0	0	3	0	0	0	26	30	0	0	22	45	4	199	71	89	12	310	1	52	8	1	0
166	41	153	0	9	21	1	1	10	0	36	311	4	21	0	28	0	3	2	3	0	4	15	42	1	30	0	24	33	0	1	0	2	1
167	69	36	9	8	1	8	8	20	30	46	20	3	4	15	126	2	1	10	5	0	64	2	33	139	4	28	52	77	45	20	5	19	8
168	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	3	0	5	0	1	589	2	0	0	6	3	3	0
169	3	12	1	2	0	0	0	0	2	309	28	1	0	0	11	0	0	2	0	0	0	5	3	0	286	3	6	2	0	0	0	3	0
17	17	10	1	19	10	0	6683	1864	56	325	9	0	51	3	53	1	1	18	17	3	12	5	110	28	38	3	96	68	1	7	2	5	3
170	2	5	1	0	1	2	2	0	2	0	5	1	1	3	5	20	40	5	0	0	219	0	9	87	0	187	0	0	36	13	91	4	0
171	0	1	0	0	1	20	0	0	0	0	0	1	0	6	0	121	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	423
