#OTU ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC	SA01	SA03	SA04	SA05	SA06	SA07	SA09	SA11	SA12	SA13	SA14	SA15	SA16	SA17	SA18	SA19	SB01	SB02	SB03	SB04	SB05	SB06	SB07	SB08	SB09	SB10	SB11	SB12	SB13	SB15	SB16	SB17	SB18	SB19	SC01	SC02	SC03	SC04	SC05	SC06	SC07	SC08	SC09	SC10	SC11	SC12	SC13	SC14	SC15	SC17	SC18	SC19	SD01	SD02	SD03	SD04	SD05	SD06	SD07	SD08	SD09	SD10	SD11	SD12	SD13	SD14	SD15	SD17	SD18	SD19	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR02	SR3	SR4	SR5	SR6	F11Frhd	F24Frhd	F32Frhd	M14Frhd	M23Frhd	M32Frhd	M43Frhd	M54Frhd	M63Frhd	F13Plml	F24Plml	F31Plml	M13Plml	M23Plml	M33Plml	M43Plml	M53Plml	M63Plml	F11Indl	F21Indl	F31Indl	F32Indl	M11Indl	M12Indl	M22Indl	M31Indl	M41Indl	AR1	BB2	BF1	BP1	BZ1	CA2	CC1	CF3	CL3	CM1	CO2	CO3	CR1	DF3	GB5	HF2	HI4	HJ2	IE2	IT2	JT1	KP4	LQ2	MD5	MP2	MT1	PE1	PE7	RT1	RT2	SA1	SA2	SB1	SF1	SK1	SK3	SN1	SN3	SP1	SP2	SR2	SV1	SV2	TL3	VC2	F11Plmr	F23Plmr	F32Plmr	M11Plmr	M23Plmr	M33Plmr	M43Plmr	M53Plmr	M64Plmr	F12Indr	F21Indr	F31Indr	F32Indr	M11Indr	M21Indr	M31Indr	M41Indr	M42Indr	F11Fcsp	F11Fcsw	F12Fcsp	F12Fcsw	F13Fcsw	F14Fcsw	F21Fcsp	F21Fcsw	F22Fcsp	F22Fcsw	F23Fcsw	F24Fcsw	F31Fcsp	F31Fcsw	F32Fcsp	F32Fcsw	F33Fcsw	F34Fcsw	M11Fcsp	M11Fcsw	M12Fcsp	M12Fcsw	M13Fcsw	M14Fcsw	M21Fcsp	M21Fcsw	M22Fcsp	M22Fcsw	M23Fcsw	M24Fcsw	M31Fcsp	M31Fcsw	M32Fcsp	M32Fcsw	M33Fcsw	M41Fcsp	M41Fcsw	M42Fcsp	M42Fcsw	M43Fcsw	M44Fcsw	M53Fcsw	M54Fcsw	M63Fcsw	M64Fcsw
64	0	0	9	0	0	21	0	0	1	1	0	18	0	5	1	0	0	182	2	0	0	8	4	1	0	629	176	5	0	1	0	1698	0	408	146	17	57	35	96	34	40	10	118	74	95	62	16	28	11	4	14	3	18	28	20	6	23	10	11	17	4	29	13	41	14	111	13	6	25	20	25	6	20	19	1	7	0	3	0	11	4	46	60	29	28	31	20	45	19	8	6	11	7	16	32	34	9	79	39	49	91	62	26	204	148	149	77	24	51	341	434	321	2	139	6	8	8	9	31	28	52	3	14	6	11	13	23	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	1	3	0	1	0	0	1	0	0	1	42	0	10	1	13	43	5	37	0	1	1	0	0	0	0	4	0	2	1	1763	491	8	36	22	21	15	21	21	8	11	37	16	30	5	9	27	19	59	3	13	3	3	10	36	21	13	9	8	26	10	76	8	111	13	80	13	100	41	112	28	13	40	34	56	60	8	16	18	61	29	27	181	65	49	26	55	153	80	41	33	109	115	11	44	31	36	78	13	53	244	19	87	0	1	2	91	33	58	1	4	3	62	1	62	16	14	310	504	606	504	0	9	13	13	9	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	7	3	1	0	1	2	0	1	2111	1	1	1	4	0	3	0	0	0	1	0	33	0	9	116	0	157	0	0	0	13	0	0	0	36	182	32	24	1	53	26	0	16	150	154	147	339	393	223	198	142	210	50	97	33	16	64	282	84	66	28	0	6	1	55	47	28	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	5	113	7	2	5	1	2	0	1	0	2	3	0	0	0	0	7	6	0	1	10	18	22	2	3	2	262	296	522	1	0	0	1	1	1	1	0	3	268	344	420	8	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	0	2	0	0	0	0	40	0	0	1	1	0	1	0	0	933	772	0	9	105	0	0	208	0	53	0	222	95	4	57	3	0	2	1	2	2	0	18	81	16	27	22	9	7	10	7	1	1	5	4	3	92	80	13	1	3	0	20	6	16	5	21	10	29	24	0	0	1	1	0	0	0	0	0	0	1	15	6	7	5	1	0	2	32	128	113	15	186	63	38	12	59	41	129	74	274	143	71	123	312	79	13	18	23	60	56	69	6	7	6	249	6	411	203	178	174	197	190	226	20	31	8	15	30	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	1	0	10	0	46	35	3	0	863	4	0	0	1	285	4	248	114	21	0	9	0	350	13	4	189	3	3	0	2	65	44	3	3	76	47	148	74	35	65	41	37	73	79	189	114	246	188	88	2	38	58	10	74	81	73	1	25	1	146	57	79	85	66	54	7	132	3	19	11	30	70	62	8	5	18	1	32	33	26	47	67	9	22	37	19	128	55	2	134	121	33	6	28	10	40	28	31	76	82	26	29	116	810	648	323	1	48	0	13	9	3	3	1	1	2	1	1	1	2	2	0	0	0	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	67	81	89	61	18	64	45	74	66	76	76	103	23	90	40	51	20	0	19	32	33	45	59	118	0	17	0	40	38	43	28	38	34	90	26	10	60	51	56	21	14	3	12	11	7	15	16	11	10	24	24	12	136	122	12	5	33	11	6	4	4	8	9	31	14	34	14	138	63	42	63	15	26	49	16	6	3	18	2	16	10	84	87	29	152	19	3	18	12	15	3	3	7	3	13	17	3	16	11	18	32	10	16	30	22	12	6	0	8	21	15	146	0	1433	1	3	2	0	0	0	0	1	0	19	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	1	0	0	0	0	0	0	1807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	2	2	20	183	144	126	16	88	9	3	0	1	0	0	1	75	6	4	5	10	46	160	93	149	78	108	141	120	16	2	84	30	85	14	5	0	0	2	2	7	2	9	6	2	3	0	0	0	0	0	0	40	2	4	2	6	3	2	9	6	4	5	42	5	4	0	1	8	3	61	34	95	90	222	54	55	38	157	36	29	12	37	23	8	21	47	35	108	98	156	124	110	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368	0	0	23	13	13	96	2	3	37	1	7	53	34	115	51	29	43	5	5	2	14	152	133	9	8	24	7	17	4	2	12	81	465	9	19	2	4	4	21	5	4	5	4	8	3	7	1	0	13	3	141	65	94	70	1	4	5	0	4	1	1	1	3	1	0	0	0	0	7	17	6	16	23	39	43	72	104	139	56	23	16	143	1	150	70	51	192	148	197	202	47	47	57	38	25	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	1	1	3	0	1	0	0	1	1	0	25	44	0	33	0	19	157	2	22	0	2	1	0	1	0	0	2	0	1	1	1179	322	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	158	260	188	8	14	65	86	18	4	17	25	10	12	18	156	96	510	162	185	122	12	146	156	92	47	29	123	2	152	102	84	40	39	44	38	0	0	1	7	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	1	310	178	0	2	399	2	2	25	0	341	201	0	156	0	87	29	0	60	0	0	0	0	0	0	0	0	1	0	0	26	12	9	6	175	39	189	44	40	26	4	2	140	149	252	188	365	261	31	0	11	17	10	59	27	14	0	3	0	12	4	8	6	46	1	1	5	0	5	5	17	1	5	1	0	0	0	0	0	0	0	8	37	31	71	1	16	23	2	9	6	7	0	5	1	0	1	9	5	18	6	2	1	14	6	8	2	5	2	67	104	138	8	1	0	0	1	0	2	2	2	426	393	520	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	6	7	6	3	19	4	872	140	46	39	6	1	11	0	20	3	0	12	5	0	11	6	107	63	35	7	61	9	0	5	12	4	6	24	149	224	17	3	22	10	0	2	128	144	294	173	177	370	36	6	34	49	44	32	9	39	20	9	55	14	0	25	59	113	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	4	2	16	62	9	82	4	0	0	277	2	653	48	48	104	89	75	128	16	20	16	55	25	56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	1	298	0	6	1102	9	7	46	0	30	139	20	4	0	33	2	0	7	10	1	1	9	0	1	20	1	6	29	1	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1	0	3	1	6	0	2	1	113	10	291	3	9	38	17	34	10	12	61	107	170	379	34	110	77	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	88	104	92	119	95	54	73	70	96	105	66	57	48	35	93	119	97	9	27	13	78	66	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	1	552	6	0	8	0	0	4	0	0	842	7	2	4	1	0	0	1	4	5	0	0	0	1	0	0	0	0	0	0	65	7	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	199	26	42	41	251	21	33	91	135	37	57	60	44	35	14	0	65	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	107	51	57	11	7	32	131	78	93	13	148	42	17	20	148	140	90	122	30	11	13	50	56	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	1	6	0	0	0	0	0	1	1	0	1538	72	0	0	1	0	0	1	25	0	1	15	0	0	0	0	1	0	0	0	4	228	56	713	57	49	17	8	59	12	15	10	23	29	13	33	18	7	8	6	7	1	3	4	1	1	3	1	3	0	1	1	2	1	2	1	2	1	1	3	7	0	2	3	4	1	4	2	1	4	2	3	22	10	28	2	1	2	1	1	0	1	1	2	9	3	2	5	3	14	10	1	2	11	0	5	152	18	97	0	3	2	311	0	245	215	139	88	151	42	49	16	5	25	18	17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	1	1	35	0	0	11	0	0	16	0	2	18	0	10	0	4	0	2	0	0	0	0	209	16	1	291	850	2	18	0	0	0	0	0	0	1	3	12	0	1	1	0	4	1	1	3	2	1	6	4	3	2	1	21	18	7	2	2	1	40	26	34	7	53	13	2	9	0	9	19	19	60	60	0	0	9	0	5	10	9	6	2	16	8	1	4	7	5	41	501	174	17	22	27	2	3	6	2	1	2	6	1	12	98	104	66	35	58	37	46	40	28	63	66	78	41	34	211	154	183	156	7	8	12	49	85	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	2	0	42	0	0	2	0	1	0	63	0	9	0	444	29	2	0	7	6	0	0	89	0	3	4	0	1	0	324	308	230	4	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	246	196	98	79	72	53	44	121	48	6	6	68	25	2	3	9	1	6	10	12	3	849	2	196	22	21	9	18	2	1	2	3	4	13	14	13	9	29	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4	2	5	1	1	1	0	0	0	0	3	45	44	3	7	24	32	24	126	44	46	23	32	16	4	6	29	47	22	62	44	13	16	8	3	14	44	123	20	28	80	145	36	19	19	54	13	7	8	1	13	7	1	7	42	5	4	2	23	5	1	2	4	3	2	8	32	68	51	206	80	29	18	22	63	26	78	19	14	67	82	78	96	20	23	23	107	110	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	1	141	1	4	1155	24	3	9	0	1	24	4	0	1	0	0	0	0	0	0	1	7	0	0	1	0	0	0	1	0	0	2	1	2	12	17	23	9	6	0	3	19	11	22	1	18	2	11	86	11	7	24	9	5	3	11	3	7	2	8	11	8	4	3	33	11	0	11	10	1	0	6	0	3	6	31	10	59	13	15	2	2	3	26	6	49	1	0	0	35	97	12	264	359	48	33	100	12	4	27	0	0	0	10	1	2	2	2	3	518	586	155	1	0	12	0	0	1	17	23	68	0	2	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	0	0	0	0	0	0	0	1	0	0	981	0	67	0	0	1	0	0	19	0	1	5	0	0	0	0	0	27	0	0	0	34	107	128	28	1	9	23	2	24	72	174	115	123	142	101	44	2	26	52	86	19	3	2	7	12	19	3	1	6	67	58	5	2	3	8	13	28	5	1	0	7	4	2	3	1	0	2	0	43	49	10	66	3	1	3	1	0	0	0	1	3	3	2	3	4	1	118	1	1	1	79	73	93	20	275	21	26	31	21	171	86	163	12	12	78	46	45	54	0	2	13	69	121	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	0	1	0	0	0	0	0	2	1059	0	0	1	1	0	2	0	0	0	1	0	1	0	0	2	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	113	84	166	313	32	77	31	52	58	26	0	0	0	1	3	2	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	17	73	102	92	92	16	51	114	142	17	135	25	14	61	60	63	70	3	1	6	63	74	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	12	0	0	0	0	0	2	0	6	2	1	0	0	0	0	5	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	207	1	0	1	0	0	0	0	74	534	1	0	0	0	304	0	6	55	7	17	28	28	13	8	2	13	5	28	24	55	19	32	29	78	9	64	36	28	7	62	11	26	24	28	28	27	26	35	21	26	1	6	3	12	4	12	67	0	0	0	2	1	2	1	16	16	4	47	2	1	4	1	4	1	1	1	3	6	34	7	64	13	21	13	9	2	0	1	3	22	3	32	2	0	0	76	0	53	20	17	108	252	274	202	17	0	7	27	20	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
